"LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","FirstFlrSF","SecondFlrSF","TotRmsAbvGrd","GarageArea","WoodDeckSF","ThreeSsnPorch","ScreenPorch","MoSold","Street_Grvl","Utilities_AllPub","Neighborhood_Edwards","Neighborhood_Mitchel","Neighborhood_NAmes","Neighborhood_NWAmes","Neighborhood_NoRidge","Neighborhood_OldTown","Neighborhood_StoneBr","Condition1_RRAe","Condition2_PosN","RoofStyle_Flat","RoofStyle_Gable","RoofStyle_Gambrel","RoofStyle_Hip","RoofStyle_Mansard","Exterior1st_BrkFace","ExterQual_Ex","Foundation_BrkTil","Foundation_CBlock","Foundation_PConc","BsmtQual_Ex","BsmtExposure_Gd","BsmtFinType1_LwQ","FullBath_1","FullBath_2"
12552,7,5,2004,2005,0,222,991,956,8,678,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
19378,7,5,2005,2006,456,57,1392,1070,9,576,239,168,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
11120,6,6,1984,1984,0,660,1232,0,6,516,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
13688,9,5,2003,2004,664,1016,1572,1096,10,726,400,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
12182,7,5,2005,2005,226,1201,1541,0,7,532,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
5500,4,6,1956,1956,0,0,882,0,4,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5400,6,7,1926,2004,0,370,1149,467,5,216,0,0,0,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
10106,5,7,1940,1999,0,351,808,547,6,0,140,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
10708,5,5,1955,1993,0,379,1867,0,7,303,476,0,142,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
10562,8,5,2007,2007,300,1288,1610,551,8,789,178,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
8244,7,5,2004,2004,0,0,840,880,7,440,100,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
16669,8,6,1981,1981,653,0,1707,0,6,511,574,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
12358,5,6,1941,1950,0,360,854,0,7,660,237,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
31770,6,5,1960,1960,112,639,1656,0,7,528,210,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
5306,7,7,1987,1987,0,495,1064,703,5,504,441,0,0,6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
10197,6,5,1961,1961,491,288,1362,0,6,504,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
12416,6,5,1986,1986,132,1398,1651,0,7,616,192,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
12615,6,7,1950,2001,0,477,2158,0,7,576,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
10029,6,5,1988,1989,268,831,1164,896,8,521,0,0,192,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
13650,5,5,1958,1958,0,57,1252,668,8,451,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
17423,9,5,2008,2009,748,1904,2234,0,9,1166,0,0,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
8520,5,6,1923,2006,0,0,968,0,5,480,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2117,6,5,2000,2000,456,436,769,756,5,440,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7588,7,6,1920,1950,0,352,901,901,9,216,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
11426,7,5,2003,2003,0,0,1362,720,6,484,280,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7438,5,8,1908,1991,0,0,936,316,5,576,104,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
22950,10,9,1892,1993,0,0,1518,1518,12,840,0,0,410,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
9947,7,5,1990,1991,0,611,1217,0,6,497,168,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
10410,5,7,1916,1987,0,0,808,704,8,180,0,140,0,8,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
7018,5,5,1979,1979,275,1086,1224,0,6,528,120,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4923,8,5,2001,2002,0,1153,1593,0,5,682,0,0,224,8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
10570,8,8,1932,1994,0,297,1549,1178,10,440,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
7472,7,9,1972,2004,138,626,725,754,7,484,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
9017,7,5,1999,1999,0,560,1431,0,6,666,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2522,7,5,2004,2004,50,0,970,739,7,380,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
7180,5,7,1972,1972,0,390,864,0,5,352,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2280,6,6,1976,1976,0,566,855,601,7,440,87,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9416,7,5,2007,2007,205,1126,1726,0,8,786,171,0,266,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
25419,8,4,1918,1990,0,1036,1360,1360,8,795,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
5520,6,6,1912,1950,0,0,929,929,8,0,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
9591,8,5,2004,2005,262,1088,1713,0,7,856,0,0,170,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
8546,4,5,2003,2004,0,0,1121,0,5,440,132,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
10125,6,6,1977,1977,0,641,1279,0,6,473,238,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
7000,6,6,1924,1950,0,617,865,445,6,398,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
4438,6,5,2004,2004,205,662,848,0,3,420,149,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3500,5,7,1947,1950,0,312,720,564,5,240,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
11851,7,5,1990,1990,0,0,1442,0,5,500,0,508,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
13673,5,5,1962,1962,0,0,1696,0,8,349,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
12493,4,5,1960,1960,0,419,1100,0,6,312,355,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
14364,7,5,1988,1989,128,1065,1180,882,7,454,60,0,154,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
8250,6,7,1964,1964,260,787,1092,0,6,504,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
5604,5,6,1925,1950,0,468,864,0,5,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
10420,6,5,2009,2009,0,36,1212,0,6,460,100,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
8640,7,5,2009,2009,0,822,932,920,7,644,168,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
13568,5,5,1995,1995,0,716,990,0,5,576,224,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
10900,6,7,1977,1977,153,378,689,703,6,299,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
10011,5,6,1957,1996,64,360,1236,0,6,447,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
8450,7,5,2004,2004,266,946,1436,0,8,484,139,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
9906,4,4,1925,1950,0,0,810,518,8,210,0,0,0,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
15660,7,9,1939,2006,312,341,1137,817,8,431,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3010,7,5,2005,2006,16,16,1248,0,5,438,108,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
8990,7,5,2006,2006,0,0,1498,0,5,675,351,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
8068,6,5,2002,2002,0,0,1010,1257,8,390,120,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
11475,6,6,1975,1975,0,550,811,741,6,434,209,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
10500,4,6,1971,1971,0,524,864,0,4,576,216,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
13472,10,5,2003,2003,922,56,2392,0,8,968,248,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
1680,5,5,1971,1971,142,0,630,672,6,280,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9950,7,5,1995,1995,290,565,1214,1306,9,721,224,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1869,6,6,1970,1970,127,321,483,504,5,280,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
8521,5,5,1967,1967,0,842,912,0,5,336,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3182,7,5,2005,2006,16,16,1555,0,7,430,143,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
8760,6,6,1959,1959,220,0,1194,0,6,312,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
15138,8,5,1995,1996,506,689,1490,1304,9,810,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1680,6,5,1972,1972,297,0,483,504,5,288,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
10650,5,6,1976,1976,0,182,894,0,5,308,365,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
1680,6,3,1971,1971,604,358,483,504,5,264,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
8773,7,5,2004,2004,98,24,1414,0,6,494,132,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
9453,7,7,1993,2003,0,402,1014,730,7,457,370,238,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
12030,8,5,2007,2007,254,0,1694,0,7,818,168,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
8741,6,4,1945,1950,0,94,798,689,7,220,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
9000,8,5,2008,2008,36,1078,1566,0,7,750,144,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3880,5,9,1945,1997,0,329,866,0,4,0,58,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5000,5,4,1900,1950,0,0,889,551,6,352,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
10762,6,6,1980,1980,0,0,626,591,6,288,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
8880,7,5,1994,2002,0,695,1222,888,8,463,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
10400,7,5,1988,1988,102,929,1872,0,6,604,197,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9142,6,8,1910,1950,0,0,908,1020,9,440,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11310,6,5,1954,1954,0,0,1375,0,5,451,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
11317,7,5,2003,2003,101,0,840,828,8,500,144,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
159000,6,7,1958,2006,472,697,1444,700,7,389,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
5350,3,2,1940,1966,0,0,1306,0,6,0,263,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4750,8,5,2006,2007,481,1573,1625,0,5,538,123,0,153,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
8366,6,5,2004,2004,0,0,798,842,6,520,138,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
9350,6,7,1964,1991,108,270,1302,0,7,309,333,0,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
8400,5,6,1957,1957,0,922,1314,0,5,294,250,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
8738,7,5,1999,1999,302,0,1005,1286,8,429,192,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
8791,6,5,2003,2003,0,503,864,864,7,673,216,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
8814,7,5,2006,2006,180,1334,1604,0,8,660,123,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
12435,7,5,2001,2001,172,361,963,829,7,564,0,245,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
19296,6,5,1962,1962,399,672,1382,0,6,884,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
9588,8,5,2007,2007,270,0,1482,1092,10,868,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
8471,6,7,1977,1995,46,506,1212,0,6,492,292,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5500,5,7,1929,2001,0,234,926,0,6,484,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
5232,5,5,1925,2004,0,0,764,0,4,504,0,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
12090,6,6,1981,1981,210,588,1422,0,7,576,276,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
11207,6,5,1997,1997,0,714,802,709,8,413,95,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
8400,5,8,1939,1997,0,378,1052,720,8,240,262,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
6900,5,6,1940,1955,0,403,778,0,4,924,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7917,6,7,1976,1976,174,751,1113,0,6,504,370,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
10728,8,5,2006,2006,0,0,1095,844,8,1053,192,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
39104,7,7,1954,2005,0,226,1363,0,5,439,81,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0
11764,8,7,1999,2007,348,524,1164,1106,9,671,132,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
9600,6,6,1958,1988,183,620,1632,0,6,338,289,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
8314,5,7,1982,1982,0,546,816,0,5,264,168,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
7264,7,7,1925,2007,0,0,952,596,5,672,74,0,144,10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
9196,7,5,2003,2003,0,0,1560,0,7,573,100,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
19138,4,5,1951,1951,0,120,864,0,4,400,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
14450,9,5,2006,2007,315,0,2121,0,8,732,124,0,142,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1
10005,7,5,1977,1977,299,392,1156,866,8,505,288,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
11287,7,6,1989,1989,340,421,1175,807,7,575,0,196,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
7200,6,5,2006,2006,68,905,1262,0,5,572,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
5063,7,5,2007,2008,166,904,1314,0,6,626,172,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
9612,8,5,2008,2009,72,0,1468,0,6,898,210,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
8012,6,5,1992,1992,0,430,1575,0,5,529,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
4251,7,5,2006,2007,0,0,625,625,5,528,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
9786,6,7,1962,1981,0,600,1085,649,7,440,0,0,128,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
8125,4,4,1971,1971,0,614,858,0,5,0,0,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
9819,5,5,1967,1967,31,450,900,0,5,280,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
8730,6,7,1915,2003,0,0,698,698,7,384,0,0,259,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
15611,8,5,2006,2006,0,0,1079,840,8,685,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
5687,5,6,1912,2000,0,210,936,780,9,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
11409,5,4,1949,2008,0,292,1148,568,8,281,0,0,160,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
16659,7,7,1977,1994,34,795,1468,795,9,539,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9600,6,5,1953,1953,238,1285,1644,0,7,418,110,0,0,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7937,6,6,1984,1984,0,819,1003,0,6,588,120,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
13710,5,5,1950,1950,0,420,910,648,6,282,289,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7399,7,5,1997,1998,1600,649,975,975,7,576,0,0,198,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
11700,6,6,1968,1968,365,384,1041,702,7,539,224,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
14000,6,8,1950,2004,0,0,1152,0,6,300,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
15750,5,5,1953,1953,56,841,1336,0,5,375,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
16226,8,5,1998,1999,0,281,1210,1242,9,683,208,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
13704,7,5,2001,2002,150,0,1541,0,6,843,468,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
9800,5,7,1972,1972,0,894,894,0,5,552,256,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
18386,7,9,1880,2002,0,0,1675,1818,10,870,302,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
10386,8,5,2004,2005,246,1464,2000,0,8,888,168,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
13474,7,5,1990,1991,246,700,1122,1121,8,746,127,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
7920,6,7,1920,1950,0,0,1035,371,6,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
12342,4,5,1940,1950,0,262,861,0,4,539,158,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
12378,9,5,2003,2004,0,1274,1944,0,8,708,208,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
7685,6,5,1993,1994,112,518,697,804,6,420,190,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
8000,6,6,1948,2002,0,680,972,0,5,240,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
7800,5,7,1939,1950,0,507,793,325,5,410,0,0,271,5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
215245,7,5,1965,1965,0,1236,2036,0,8,513,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9600,7,7,1925,1990,0,16,832,809,6,546,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
7795,7,5,2004,2005,0,425,716,716,6,432,100,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
13005,7,7,1980,1980,278,692,1153,1200,10,484,288,0,0,8,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
9000,8,5,2006,2006,0,0,1088,871,8,1025,208,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
9900,7,5,1993,1993,256,987,1372,1274,9,656,340,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
